IPGP,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,WAIT_FOR_1D_CONFIRMATION,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"IPGP: L1=REGIME_UNSTABLE; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; OBV distribution; EMA200 structure supportive; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=6.9698%, slope=RISING. Extended support: PPO=BEARISH, RSI=42.7945, ADX=16.2725 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=7.9319% HIGH, 52W=MID_RANGE.","IPGP: L1=REGIME_UNSTABLE; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; OBV distribution; EMA200 structure supportive; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=6.9698%, slope=RISING. Extended support: PPO=BEARISH, RSI=42.7945, ADX=16.2725 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=7.9319% HIGH, 52W=MID_RANGE.",EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,BEARISH,OBV=DISTRIBUTION;CMF=NEUTRAL,BEARISH_WEAK,NEUTRAL,HIGH,98.5232,105.39,6.9698,4.0398,RISING,0.4548,0.4186,0.0362,-1.4554,-1.975,0.5196,-2.4737,-2.2904,-0.1833,-2.2518,-2.0568,-0.195,BEARISH,42.7945,NEUTRAL,16.2725,21.4986,34.5796,BEARISH,WEAK,13033060.0,DISTRIBUTION,-0.01,NEUTRAL,7.9319,HIGH,155.82,59.04,-32.3643,78.5061,MID_RANGE
IPWR,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,PRE_BULL_CROSSOVER,ACCUMULATION_WATCH,BEARISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"IPWR: L1=REGIME_UNSTABLE; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=ACCUMULATION_WATCH. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=13.8468%, slope=FALLING. Extended support: PPO=BEARISH, RSI=63.681, ADX=32.7946 BULLISH/STRONG, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=11.7401% HIGH, 52W=MID_RANGE.","IPWR: L1=REGIME_UNSTABLE; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=ACCUMULATION_WATCH. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=13.8468%, slope=FALLING. Extended support: PPO=BEARISH, RSI=63.681, ADX=32.7946 BULLISH/STRONG, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=11.7401% HIGH, 52W=MID_RANGE.",PRE_BULL_CROSSOVER,BEARISH,OBV=ACCUMULATION;CMF=NEUTRAL,BULLISH_STRONG,BULLISH,HIGH,4.1415,4.715,13.8468,-1.0199,FALLING,0.0008,-0.0128,0.0137,0.0672,0.0826,-0.0154,0.1533,0.1538,-0.0005,3.5849,3.7221,-0.1372,BEARISH,63.681,BULLISH,32.7946,29.6717,10.2228,BULLISH,STRONG,2448927.0,ACCUMULATION,-0.0052,NEUTRAL,11.7401,HIGH,6.9,2.615,-31.6667,80.3059,MID_RANGE
JKS,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_SECURED,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"JKS: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; OBV accumulation; CMF accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=6.0788%, slope=FALLING. Extended support: PPO=BULLISH, RSI=61.2137, ADX=12.1364 BULLISH/WEAK, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=5.1534% HIGH, 52W=MID_RANGE.","JKS: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; OBV accumulation; CMF accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=6.0788%, slope=FALLING. Extended support: PPO=BULLISH, RSI=61.2137, ADX=12.1364 BULLISH/WEAK, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=5.1534% HIGH, 52W=MID_RANGE.",BULL_STRUCTURE_SECURED,BULLISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_WEAK,BULLISH,HIGH,24.3875,25.87,6.0788,-1.1569,FALLING,0.2568,0.1979,0.0589,0.2757,0.1982,0.0776,0.3152,0.1975,0.1178,1.3204,0.8338,0.4866,BULLISH,61.2137,BULLISH,12.1364,28.8243,23.6571,BULLISH,WEAK,45793028.0,ACCUMULATION,0.08,ACCUMULATION,5.1534,HIGH,31.88,16.4745,-18.8519,57.0309,MID_RANGE
KOPN,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_PULLBACK_RISK,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"KOPN: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=97.9986%, slope=RISING. Extended support: PPO=BEARISH, RSI=76.0125, ADX=61.6729 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=8.3887% HIGH, 52W=MID_RANGE.","KOPN: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=97.9986%, slope=RISING. Extended support: PPO=BEARISH, RSI=76.0125, ADX=61.6729 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=8.3887% HIGH, 52W=MID_RANGE.",BULL_STRUCTURE_PULLBACK_RISK,BULLISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_STRONG,BULLISH,HIGH,2.6036,5.155,97.9986,12.6976,RISING,0.0356,0.0439,-0.0082,0.1558,0.1532,0.0026,0.268,0.256,0.012,5.953,6.0475,-0.0946,BEARISH,76.0125,BULLISH,61.6729,33.1491,2.2698,BULLISH,STRONG,256074134.0,ACCUMULATION,0.1711,ACCUMULATION,8.3887,HIGH,5.45,1.23,-5.4128,319.1057,MID_RANGE
LPTH,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,WAIT_FOR_1D_CONFIRMATION,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"LPTH: L1=REGIME_UNSTABLE; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; OBV distribution; EMA200 structure supportive; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=35.5389%, slope=RISING. Extended support: PPO=BEARISH, RSI=50.2067, ADX=18.4705 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=10.685% HIGH, 52W=MID_RANGE.","LPTH: L1=REGIME_UNSTABLE; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; OBV distribution; EMA200 structure supportive; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=35.5389%, slope=RISING. Extended support: PPO=BEARISH, RSI=50.2067, ADX=18.4705 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=10.685% HIGH, 52W=MID_RANGE.",EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,BEARISH,OBV=DISTRIBUTION;CMF=NEUTRAL,BULLISH_WEAK,NEUTRAL,HIGH,9.4438,12.8,35.5389,10.4033,RISING,0.1219,0.0131,0.1088,-0.1449,-0.1901,0.0452,-0.1818,-0.1616,-0.0202,-1.428,-1.264,-0.164,BEARISH,50.2067,NEUTRAL,18.4705,23.2477,19.7801,BULLISH,WEAK,97018684.0,DISTRIBUTION,-0.0017,NEUTRAL,10.685,HIGH,16.53,2.21,-22.565,479.1855,MID_RANGE
MOBX,BEAR_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_SECURED,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"MOBX: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; OBV distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-58.8458%, slope=FALLING. Extended support: PPO=BULLISH, RSI=40.7159, ADX=11.2823 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=18.4976% HIGH, 52W=MID_RANGE.","MOBX: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; OBV distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-58.8458%, slope=FALLING. Extended support: PPO=BULLISH, RSI=40.7159, ADX=11.2823 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=18.4976% HIGH, 52W=MID_RANGE.",BULL_STRUCTURE_SECURED,BULLISH,OBV=DISTRIBUTION;CMF=NEUTRAL,BEARISH_WEAK,NEUTRAL,HIGH,5.4427,2.2399,-58.8458,-10.5627,FALLING,0.0055,-0.0126,0.018,-0.0545,-0.0593,0.0048,-0.0992,-0.1041,0.0049,-4.1905,-4.2399,0.0493,BULLISH,40.7159,NEUTRAL,11.2823,18.744,24.5689,BEARISH,WEAK,215422540.0,DISTRIBUTION,-0.0413,NEUTRAL,18.4976,HIGH,14.4,1.31,-84.4451,70.9847,MID_RANGE
MX,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_SECURED,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"MX: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; ADX confirms bullish trend; OBV distribution; CMF accumulation; EMA200 structure supportive; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=35.9609%, slope=RISING. Extended support: PPO=BULLISH, RSI=58.7213, ADX=29.006 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=10.4223% HIGH, 52W=MID_RANGE.","MX: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; ADX confirms bullish trend; OBV distribution; CMF accumulation; EMA200 structure supportive; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=35.9609%, slope=RISING. Extended support: PPO=BULLISH, RSI=58.7213, ADX=29.006 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=10.4223% HIGH, 52W=MID_RANGE.",BULL_STRUCTURE_SECURED,BULLISH,OBV=DISTRIBUTION;CMF=ACCUMULATION,BULLISH_STRONG,NEUTRAL,HIGH,3.2214,4.3799,35.9609,5.1133,RISING,0.0464,0.0636,-0.0172,0.0728,0.0412,0.0316,0.0784,0.0636,0.0148,1.9425,1.6023,0.3402,BULLISH,58.7213,NEUTRAL,29.006,36.7071,19.2659,BULLISH,STRONG,-20370034.0,DISTRIBUTION,0.1241,ACCUMULATION,10.4223,HIGH,5.64,2.18,-22.3422,100.9128,MID_RANGE
NXPI,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,WAIT_FOR_1D_CONFIRMATION,BEARISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"NXPI: L1=REGIME_UNSTABLE; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Bearish pressure is confirmed on 1D and 4H, while 1H is bullish. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; price near 52-week high. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=32.2516%, slope=RISING. Extended support: PPO=BEARISH, RSI=72.2419, ADX=42.6661 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=3.7976% MEDIUM, 52W=NEAR_HIGH.","NXPI: L1=REGIME_UNSTABLE; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Bearish pressure is confirmed on 1D and 4H, while 1H is bullish. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; price near 52-week high. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=32.2516%, slope=RISING. Extended support: PPO=BEARISH, RSI=72.2419, ADX=42.6661 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=3.7976% MEDIUM, 52W=NEAR_HIGH.",EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,BEARISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_STRONG,BULLISH,MEDIUM,222.2392,293.915,32.2516,3.6652,RISING,-0.0031,-0.0296,0.0264,2.9217,4.0261,-1.1044,8.7214,9.7477,-1.0263,3.1289,3.6032,-0.4743,BEARISH,72.2419,BULLISH,42.6661,39.7197,9.5561,BULLISH,STRONG,97871058.0,ACCUMULATION,0.2391,ACCUMULATION,3.7976,MEDIUM,303.91,181.2457,-3.2888,62.1639,NEAR_HIGH
OSIS,BEAR_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,WAIT_FOR_1D_CONFIRMATION,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"OSIS: L1=REGIME_UNSTABLE; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; RSI weak; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-8.9281%, slope=RISING. Extended support: PPO=BEARISH, RSI=31.6193, ADX=23.7274 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=5.8887% HIGH, 52W=MID_RANGE.","OSIS: L1=REGIME_UNSTABLE; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; RSI weak; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-8.9281%, slope=RISING. Extended support: PPO=BEARISH, RSI=31.6193, ADX=23.7274 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=5.8887% HIGH, 52W=MID_RANGE.",EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,BEARISH,OBV=DISTRIBUTION;CMF=DISTRIBUTION,BEARISH_WEAK,BEARISH,HIGH,259.6796,236.495,-8.9281,1.5897,RISING,-0.5503,-0.6861,0.1358,-5.9682,-6.3253,0.3571,-8.1681,-6.6306,-1.5375,-3.1553,-2.5097,-0.6456,BEARISH,31.6193,BEARISH,23.7274,9.8948,31.6784,BEARISH,WEAK,3086399.0,DISTRIBUTION,-0.1289,DISTRIBUTION,5.8887,HIGH,311.72,204.0,-24.1322,15.9289,MID_RANGE
PENG,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_PULLBACK_RISK,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"PENG: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=98.6659%, slope=RISING. Extended support: PPO=BULLISH, RSI=89.0707, ADX=59.8479 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=5.1343% HIGH, 52W=NEAR_HIGH.","PENG: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=98.6659%, slope=RISING. Extended support: PPO=BULLISH, RSI=89.0707, ADX=59.8479 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=5.1343% HIGH, 52W=NEAR_HIGH.",BULL_STRUCTURE_PULLBACK_RISK,BULLISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_STRONG,BULLISH,HIGH,22.4498,44.6,98.6659,10.1509,RISING,0.765,0.8091,-0.0441,1.8915,1.6643,0.2271,2.385,1.9049,0.4801,6.6327,5.6436,0.9891,BULLISH,89.0707,BULLISH,59.8479,59.5241,4.7577,BULLISH,STRONG,34497753.0,ACCUMULATION,0.4225,ACCUMULATION,5.1343,HIGH,46.75,16.04,-4.5989,178.0548,NEAR_HIGH
PI,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,WAIT_FOR_1D_CONFIRMATION,BEARISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"PI: L1=REGIME_UNSTABLE; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Bearish pressure is confirmed on 1D and 4H, while 1H is bullish. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=10.2609%, slope=FALLING. Extended support: PPO=BEARISH, RSI=73.7674, ADX=31.3905 BULLISH/STRONG, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=5.689% HIGH, 52W=MID_RANGE.","PI: L1=REGIME_UNSTABLE; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Bearish pressure is confirmed on 1D and 4H, while 1H is bullish. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=10.2609%, slope=FALLING. Extended support: PPO=BEARISH, RSI=73.7674, ADX=31.3905 BULLISH/STRONG, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=5.689% HIGH, 52W=MID_RANGE.",EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,BEARISH,OBV=ACCUMULATION;CMF=NEUTRAL,BULLISH_STRONG,BULLISH,HIGH,138.8525,153.1,10.2609,-1.2901,FALLING,0.3016,0.1281,0.1735,2.4729,2.9132,-0.4403,5.1055,5.1391,-0.0336,3.5995,3.747,-0.1475,BEARISH,73.7674,BULLISH,31.3905,38.614,13.8859,BULLISH,STRONG,15844474.0,ACCUMULATION,-0.0385,NEUTRAL,5.689,HIGH,247.064,87.36,-38.0322,75.2518,MID_RANGE
PLAB,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_SECURED,HOLD_OR_GROW,BULLISH,HIGH,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"PLAB: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (HIGH); Capital_Action=HOLD_OR_GROW. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=60.1362%, slope=RISING. Extended support: PPO=BULLISH, RSI=69.0844, ADX=27.3013 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=4.3761% MEDIUM, 52W=NEAR_HIGH.","PLAB: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (HIGH); Capital_Action=HOLD_OR_GROW. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=60.1362%, slope=RISING. Extended support: PPO=BULLISH, RSI=69.0844, ADX=27.3013 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=4.3761% MEDIUM, 52W=NEAR_HIGH.",BULL_STRUCTURE_SECURED,BULLISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_STRONG,BULLISH,MEDIUM,34.0741,54.565,60.1362,11.4445,RISING,0.4755,0.3989,0.0766,0.5626,0.3908,0.1718,0.8283,0.7044,0.1238,1.6246,1.4061,0.2186,BULLISH,69.0844,BULLISH,27.3013,33.2969,14.5735,BULLISH,STRONG,15712335.0,ACCUMULATION,0.2179,ACCUMULATION,4.3761,MEDIUM,56.0,16.59,-2.5625,228.9029,NEAR_HIGH
