ENGINE_NAME,PMDE vNext
VERSION,V_NEXT
RUN_TIMESTAMP,20260511_185852
INPUT_FILE,D:/Tools/StockCodeMaster/01_NASDAQ_Sector_Energy.csv
FILE_SYMBOL_COUNT,53
HARDCODED_SYMBOL_COUNT,0
FALLBACK_SYMBOL_COUNT,0
INPUT_WARNINGS,
FORCE_L2_ASSESSMENT,True
MACD_FAST,8
MACD_SLOW,12
MACD_SIGNAL,5
USE_LIVE_PRICE_FOR_DAILY,True
LIVE_PRICE_INTERVAL,1m
LIVE_PRICE_PERIOD,1d
LIVE_PRICE_PREPOST,False
DATA_PERIOD_1D,5y
DATA_PERIOD_4H,60d
DATA_PERIOD_1H,30d
ACTIVE_GENERIC_FACTS,EMA200|PRICE_CONTEXT|SESSION_CONTEXT

TOTAL_SYMBOLS,53
SUCCESS_COUNT,53
FAILED,0
EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,22,41.51%
PRE_BEAR_CROSSOVER,1,1.89%
BULL_STRUCTURE_SECURED,10,18.87%
INSUFFICIENT_HISTORY_FOR_BASELINE,4,7.55%
BULL_STRUCTURE_PULLBACK_RISK,7,13.21%
BEAR_CROSSOVER_CONFIRMED,5,9.43%
INSUFFICIENT_TECHNICAL_DATA,1,1.89%
PRE_BULL_CROSSOVER,1,1.89%
STATUS_QUO_NO_CROSSOVER,2,3.77%
RUN_MODE,ADHOC_LIVE_VALIDATION

Symbol,Zone,L1_State,L1_Reason,L2_Hypothesis,Capital_Action,L2_MACD,L2_Confidence,L2_Indicators_Used,L3_Substantiation,PMDE_Explanation,Final_State,Momentum_State,Participation_State,Trend_Strength_State,Exhaustion_State,Volatility_State,Session_State,Session_Change_Pct,Opening_Gap_Pct,Intraday_Change_Pct,Gap_State,EMA200,EMA200_Status,EMA200_Data_Points,EMA200_Reason,Latest_Price,EMA200_D_Pct,EMA200_Slope_Pct,EMA200_Slope_State,MACD_1H,SIGNAL_1H,HISTOGRAM_1H,MACD_4H,SIGNAL_4H,HISTOGRAM_4H,MACD_1D,SIGNAL_1D,HISTOGRAM_1D,PPO_1D,PPO_SIGNAL_1D,PPO_HISTOGRAM_1D,PPO_STATE_1D,RSI_1D,RSI_STATE_1D,ADX_1D,DI_PLUS_1D,DI_MINUS_1D,ADX_DIRECTION_1D,ADX_STRENGTH_1D,OBV_1D,OBV_STATE_1D,CMF_1D,CMF_STATE_1D,ATRP_1D,ATRP_RISK_1D,High_52W,Low_52W,Distance_From_52W_High_Pct,Distance_From_52W_Low_Pct,Price_Context_State
FIP,BEAR_ZONE,FORCED_L2_REVIEW,Full L2 assessment forced by settings; L1 baseline stability not evaluated,BEAR_CROSSOVER_CONFIRMED,PROTECT_CAPITAL,BEARISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"FIP: L1=FORCED_L2_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; RSI weak; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-14.6664%, slope=RISING. Extended support: PPO=BEARISH, RSI=35.9012, ADX=13.5406 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=8.826% HIGH, 52W=MID_RANGE, Session=NORMAL -4.9506%.","FIP: L1=FORCED_L2_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; RSI weak; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-14.6664%, slope=RISING. Extended support: PPO=BEARISH, RSI=35.9012, ADX=13.5406 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=8.826% HIGH, 52W=MID_RANGE, Session=NORMAL -4.9506%.",BEAR_CROSSOVER_CONFIRMED,BEARISH,OBV=DISTRIBUTION;CMF=DISTRIBUTION,BEARISH_WEAK,BEARISH,HIGH,NORMAL,-4.9506,-1.2346,-3.7625,NO_GAP,5.4133,VALID,956,,4.6194,-14.6664,0.4668,RISING,-0.0599,-0.0597,-0.0003,-0.1282,-0.1008,-0.0274,-0.1097,-0.0543,-0.0553,-2.0736,-1.0205,-1.0531,BEARISH,35.9012,BEARISH,13.5406,17.3943,25.484,BEARISH,WEAK,-39360242.0,DISTRIBUTION,-0.2097,DISTRIBUTION,8.826,HIGH,7.7907,3.8116,-40.7064,21.1926,MID_RANGE
GLND,INSUFFICIENT_HISTORY,FORCED_L2_REVIEW,Full L2 assessment forced by settings; L1 baseline stability not evaluated,INSUFFICIENT_HISTORY_FOR_BASELINE,REVIEW_MANUALLY,BULLISH,LOW,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"GLND: L1=FORCED_L2_REVIEW; L2=INSUFFICIENT_HISTORY_FOR_BASELINE (LOW); Capital_Action=REVIEW_MANUALLY. EMA200 requires at least 200 daily closes; 35 available. L2 tactical classification is withheld because the EMA200 baseline is not valid. Support profile: PPO bullish; OBV accumulation; CMF distribution; EMA200 requires at least 200 daily closes; 35 available; high volatility risk; price near 52-week low. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 unavailable: EMA200 requires at least 200 daily closes; 35 available. Extended support: PPO=BULLISH, RSI=46.8589, ADX=23.7415 BEARISH/WEAK, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=36.0531% HIGH, 52W=NEAR_LOW, Session=NORMAL -4.085%.","GLND: L1=FORCED_L2_REVIEW; L2=INSUFFICIENT_HISTORY_FOR_BASELINE (LOW); Capital_Action=REVIEW_MANUALLY. EMA200 requires at least 200 daily closes; 35 available. L2 tactical classification is withheld because the EMA200 baseline is not valid. Support profile: PPO bullish; OBV accumulation; CMF distribution; EMA200 requires at least 200 daily closes; 35 available; high volatility risk; price near 52-week low. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 unavailable: EMA200 requires at least 200 daily closes; 35 available. Extended support: PPO=BULLISH, RSI=46.8589, ADX=23.7415 BEARISH/WEAK, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=36.0531% HIGH, 52W=NEAR_LOW, Session=NORMAL -4.085%.",INSUFFICIENT_HISTORY_FOR_BASELINE,BULLISH,OBV=ACCUMULATION;CMF=DISTRIBUTION,BEARISH_WEAK,NEUTRAL,HIGH,NORMAL,-4.085,-0.1176,-3.972,NO_GAP,,INSUFFICIENT_HISTORY,35,EMA200 requires at least 200 daily closes; 35 available,2.935,,,INSUFFICIENT_HISTORY,-0.0071,-0.003,-0.0041,-0.097,-0.1367,0.0397,-0.4072,-0.473,0.0657,-11.219,-11.9691,0.7501,BULLISH,46.8589,NEUTRAL,23.7415,22.6545,25.6668,BEARISH,WEAK,-20032004.0,ACCUMULATION,-0.3731,DISTRIBUTION,36.0531,HIGH,23.0,2.69,-87.2391,9.1078,NEAR_LOW
GLNDW,INSUFFICIENT_HISTORY,FORCED_L2_REVIEW,Full L2 assessment forced by settings; L1 baseline stability not evaluated,INSUFFICIENT_TECHNICAL_DATA,REVIEW_MANUALLY,NOT_USED,LOW,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,GLNDW: L1=FORCED_L2_REVIEW; L2=INSUFFICIENT_TECHNICAL_DATA (LOW); Capital_Action=REVIEW_MANUALLY. Required MACD timeframes are incomplete. L3 errors: PRICE_CONTEXT: Close requires at least two values | SESSION_CONTEXT: Session context requires at least two daily rows | MACD: MACD requires at least two close values | PPO: Close requires at least two values | RSI: Close requires at least two values | ADX_DMI: High requires at least two values | OBV: Close requires at least two values | CMF: High requires at least two values | ATRP: High requires at least two values MACD unavailable; EMA200 unavailable: EMA200 requires at least 200 daily closes; 1 available. No extended support indicators.,GLNDW: L1=FORCED_L2_REVIEW; L2=INSUFFICIENT_TECHNICAL_DATA (LOW); Capital_Action=REVIEW_MANUALLY. Required MACD timeframes are incomplete. L3 errors: PRICE_CONTEXT: Close requires at least two values | SESSION_CONTEXT: Session context requires at least two daily rows | MACD: MACD requires at least two close values | PPO: Close requires at least two values | RSI: Close requires at least two values | ADX_DMI: High requires at least two values | OBV: Close requires at least two values | CMF: High requires at least two values | ATRP: High requires at least two values MACD unavailable; EMA200 unavailable: EMA200 requires at least 200 daily closes; 1 available. No extended support indicators.,INSUFFICIENT_TECHNICAL_DATA,NOT_USED,OBV=NOT_USED;CMF=NOT_USED,NOT_USED,NOT_USED,NOT_USED,NOT_USED,,,,NOT_USED,,INSUFFICIENT_HISTORY,1,EMA200 requires at least 200 daily closes; 1 available,1.115,,,INSUFFICIENT_HISTORY,,,,,,,,,,,,,NOT_USED,,NOT_USED,,,,NOT_USED,NOT_USED,,NOT_USED,,NOT_USED,,NOT_USED,,,,,NOT_COMPUTED
HNRG,BULL_ZONE,FORCED_L2_REVIEW,Full L2 assessment forced by settings; L1 baseline stability not evaluated,BULL_STRUCTURE_PULLBACK_RISK,HOLD_WITH_RISK_CONTROL,BEARISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"HNRG: L1=FORCED_L2_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; RSI constructive; OBV accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=9.6423%, slope=FALLING. Extended support: PPO=BULLISH, RSI=68.4865, ADX=21.6223 BULLISH/WEAK, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=6.3647% HIGH, 52W=MID_RANGE, Session=NORMAL 2.0734%.","HNRG: L1=FORCED_L2_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; RSI constructive; OBV accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=9.6423%, slope=FALLING. Extended support: PPO=BULLISH, RSI=68.4865, ADX=21.6223 BULLISH/WEAK, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=6.3647% HIGH, 52W=MID_RANGE, Session=NORMAL 2.0734%.",BULL_STRUCTURE_PULLBACK_RISK,BULLISH,OBV=ACCUMULATION;CMF=NEUTRAL,BULLISH_WEAK,BULLISH,HIGH,NORMAL,2.0734,-0.4253,2.5093,NO_GAP,17.5115,VALID,1256,,19.2,9.6423,-1.2536,FALLING,0.0371,0.0288,0.0083,0.4081,0.4155,-0.0074,0.4725,0.3284,0.1441,2.7142,1.9161,0.7981,BULLISH,68.4865,BULLISH,21.6223,41.1345,10.0954,BULLISH,WEAK,50331524.0,ACCUMULATION,0.043,NEUTRAL,6.3647,HIGH,24.7,14.42,-22.2672,33.1484,MID_RANGE
HPK,BEAR_ZONE,FORCED_L2_REVIEW,Full L2 assessment forced by settings; L1 baseline stability not evaluated,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,WAIT_FOR_1D_CONFIRMATION,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"HPK: L1=FORCED_L2_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; OBV distribution; CMF accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-10.5824%, slope=FALLING. Extended support: PPO=BEARISH, RSI=46.134, ADX=18.5941 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=7.8664% HIGH, 52W=MID_RANGE, Session=NORMAL 3.2646%.","HPK: L1=FORCED_L2_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; OBV distribution; CMF accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-10.5824%, slope=FALLING. Extended support: PPO=BEARISH, RSI=46.134, ADX=18.5941 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=7.8664% HIGH, 52W=MID_RANGE, Session=NORMAL 3.2646%.",EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,BEARISH,OBV=DISTRIBUTION;CMF=ACCUMULATION,BEARISH_WEAK,NEUTRAL,HIGH,NORMAL,3.2646,1.5464,1.6921,NO_GAP,6.7213,VALID,1256,,6.01,-10.5824,-1.6841,FALLING,0.0251,0.0174,0.0077,-0.0918,-0.0958,0.004,-0.0638,-0.0186,-0.0452,-1.0227,-0.3088,-0.7139,BEARISH,46.134,NEUTRAL,18.5941,21.7524,37.5549,BEARISH,WEAK,7096457.0,DISTRIBUTION,0.138,ACCUMULATION,7.8664,HIGH,11.8665,3.85,-49.3532,56.1039,MID_RANGE
HTOO,BEAR_ZONE,FORCED_L2_REVIEW,Full L2 assessment forced by settings; L1 baseline stability not evaluated,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,WAIT_FOR_1D_CONFIRMATION,BEARISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"HTOO: L1=FORCED_L2_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; OBV accumulation; CMF distribution; EMA200 structure weak; high volatility risk; price already extended upward today. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-41.5947%, slope=FALLING. Extended support: PPO=BEARISH, RSI=45.4617, ADX=19.4077 BEARISH/WEAK, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=9.9543% HIGH, 52W=MID_RANGE, Session=EXTENDED_UP 8.6081%.","HTOO: L1=FORCED_L2_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; OBV accumulation; CMF distribution; EMA200 structure weak; high volatility risk; price already extended upward today. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-41.5947%, slope=FALLING. Extended support: PPO=BEARISH, RSI=45.4617, ADX=19.4077 BEARISH/WEAK, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=9.9543% HIGH, 52W=MID_RANGE, Session=EXTENDED_UP 8.6081%.",EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,BEARISH,OBV=ACCUMULATION;CMF=DISTRIBUTION,BEARISH_WEAK,NEUTRAL,HIGH,EXTENDED_UP,8.6081,0.3663,8.2117,NO_GAP,5.0766,VALID,1256,,2.965,-41.5947,-7.6572,FALLING,-0.0308,-0.0444,0.0136,-0.0531,-0.0357,-0.0173,-0.0229,0.0028,-0.0257,-0.7316,0.0791,-0.8107,BEARISH,45.4617,NEUTRAL,19.4077,13.8394,28.3081,BEARISH,WEAK,83165245.0,ACCUMULATION,-0.1524,DISTRIBUTION,9.9543,HIGH,13.615,2.41,-78.2225,23.029,MID_RANGE
KGEI,BULL_ZONE,FORCED_L2_REVIEW,Full L2 assessment forced by settings; L1 baseline stability not evaluated,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,WAIT_FOR_1D_CONFIRMATION,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"KGEI: L1=FORCED_L2_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; OBV distribution; CMF distribution; EMA200 structure supportive; high volatility risk; price already extended upward today. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=9.8228%, slope=RISING. Extended support: PPO=BEARISH, RSI=51.2841, ADX=15.7408 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=5.7621% HIGH, 52W=MID_RANGE, Session=EXTENDED_UP 5.4688%.","KGEI: L1=FORCED_L2_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; OBV distribution; CMF distribution; EMA200 structure supportive; high volatility risk; price already extended upward today. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=9.8228%, slope=RISING. Extended support: PPO=BEARISH, RSI=51.2841, ADX=15.7408 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=5.7621% HIGH, 52W=MID_RANGE, Session=EXTENDED_UP 5.4688%.",EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,BEARISH,OBV=DISTRIBUTION;CMF=DISTRIBUTION,BEARISH_WEAK,NEUTRAL,HIGH,EXTENDED_UP,5.4688,1.5625,3.8462,NO_GAP,4.917,VALID,1256,,5.4,9.8228,2.2586,RISING,0.021,0.0093,0.0117,-0.0451,-0.0502,0.0051,-0.0183,0.0082,-0.0265,-0.3373,0.1442,-0.4815,BEARISH,51.2841,NEUTRAL,15.7408,22.7443,23.9265,BEARISH,WEAK,5286034.0,DISTRIBUTION,-0.1711,DISTRIBUTION,5.7621,HIGH,8.27,3.35,-34.7038,61.194,MID_RANGE
KLXE,BULL_ZONE,FORCED_L2_REVIEW,Full L2 assessment forced by settings; L1 baseline stability not evaluated,PRE_BULL_CROSSOVER,WATCH_NOT_CHASE,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"KLXE: L1=FORCED_L2_REVIEW; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=WATCH_NOT_CHASE. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators.  Price is already extended in the current session, so do not chase the move. Support profile: PPO bearish; RSI constructive; OBV distribution; CMF accumulation; EMA200 structure supportive; high volatility risk; price already extended upward today. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=42.1989%, slope=RISING. Extended support: PPO=BEARISH, RSI=60.4108, ADX=24.5444 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=8.8203% HIGH, 52W=MID_RANGE, Session=EXTENDED_UP 8.5546%.","KLXE: L1=FORCED_L2_REVIEW; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=WATCH_NOT_CHASE. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators.  Price is already extended in the current session, so do not chase the move. Support profile: PPO bearish; RSI constructive; OBV distribution; CMF accumulation; EMA200 structure supportive; high volatility risk; price already extended upward today. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=42.1989%, slope=RISING. Extended support: PPO=BEARISH, RSI=60.4108, ADX=24.5444 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=8.8203% HIGH, 52W=MID_RANGE, Session=EXTENDED_UP 8.5546%.",PRE_BULL_CROSSOVER,BEARISH,OBV=DISTRIBUTION;CMF=ACCUMULATION,BULLISH_WEAK,BULLISH,HIGH,EXTENDED_UP,8.5546,0.0,8.5546,NO_GAP,2.5879,VALID,1256,,3.68,42.1989,5.2633,RISING,0.0398,0.0235,0.0163,-0.0018,-0.008,0.0061,0.077,0.105,-0.028,2.2352,3.1082,-0.873,BEARISH,60.4108,BULLISH,24.5444,30.8402,20.4596,BULLISH,WEAK,-1076195.0,DISTRIBUTION,0.3416,ACCUMULATION,8.8203,HIGH,4.07,1.46,-9.5823,152.0548,MID_RANGE
LFUS,BULL_ZONE,FORCED_L2_REVIEW,Full L2 assessment forced by settings; L1 baseline stability not evaluated,BULL_STRUCTURE_SECURED,HOLD_OR_GROW,BULLISH,HIGH,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"LFUS: L1=FORCED_L2_REVIEW; L2=BULL_STRUCTURE_SECURED (HIGH); Capital_Action=HOLD_OR_GROW. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=48.9019%, slope=RISING. Extended support: PPO=BULLISH, RSI=80.5871, ADX=33.5332 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=3.5915% MEDIUM, 52W=NEAR_HIGH, Session=NORMAL 1.012%.","LFUS: L1=FORCED_L2_REVIEW; L2=BULL_STRUCTURE_SECURED (HIGH); Capital_Action=HOLD_OR_GROW. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=48.9019%, slope=RISING. Extended support: PPO=BULLISH, RSI=80.5871, ADX=33.5332 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=3.5915% MEDIUM, 52W=NEAR_HIGH, Session=NORMAL 1.012%.",BULL_STRUCTURE_SECURED,BULLISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_STRONG,BULLISH,MEDIUM,NORMAL,1.012,0.0788,0.9325,NO_GAP,310.0397,VALID,1256,,461.655,48.9019,7.7359,RISING,2.362,2.3409,0.0211,7.0733,6.6682,0.4052,9.7243,8.0044,1.72,2.278,1.9144,0.3636,BULLISH,80.5871,BULLISH,33.5332,38.4526,8.7233,BULLISH,STRONG,10601380.0,ACCUMULATION,0.0917,ACCUMULATION,3.5915,MEDIUM,475.0,194.9107,-2.8095,136.8546,NEAR_HIGH
MARPS,BULL_ZONE,FORCED_L2_REVIEW,Full L2 assessment forced by settings; L1 baseline stability not evaluated,BULL_STRUCTURE_SECURED,HOLD_OR_GROW,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"MARPS: L1=FORCED_L2_REVIEW; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_OR_GROW. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; OBV distribution; CMF distribution; EMA200 structure supportive. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=8.1545%, slope=RISING. Extended support: PPO=BULLISH, RSI=49.2704, ADX=11.0078 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=4.6643% MEDIUM, 52W=MID_RANGE, Session=NORMAL 1.7821%.","MARPS: L1=FORCED_L2_REVIEW; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_OR_GROW. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; OBV distribution; CMF distribution; EMA200 structure supportive. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=8.1545%, slope=RISING. Extended support: PPO=BULLISH, RSI=49.2704, ADX=11.0078 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=4.6643% MEDIUM, 52W=MID_RANGE, Session=NORMAL 1.7821%.",BULL_STRUCTURE_SECURED,BULLISH,OBV=DISTRIBUTION;CMF=DISTRIBUTION,BULLISH_WEAK,NEUTRAL,MEDIUM,NORMAL,1.7821,0.0,1.7821,NO_GAP,4.6207,VALID,1256,,4.9975,8.1545,1.6293,RISING,0.0048,-0.002,0.0069,-0.0037,-0.0081,0.0043,-0.0111,-0.0116,0.0005,-0.2224,-0.2327,0.0103,BULLISH,49.2704,NEUTRAL,11.0078,21.5611,20.8146,BULLISH,WEAK,53265221.0,DISTRIBUTION,-0.1503,DISTRIBUTION,4.6643,MEDIUM,7.5314,3.0938,-33.6445,61.5344,MID_RANGE
