IPWR,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,WAIT_FOR_1D_CONFIRMATION,BEARISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"IPWR: L1=REGIME_UNSTABLE; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Bearish pressure is confirmed on 1D and 4H, while 1H is bullish. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=12.6721%, slope=FALLING. Extended support: PPO=BEARISH, RSI=63.1225, ADX=32.7518 BULLISH/STRONG, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=11.7261% HIGH, 52W=MID_RANGE.",EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,BEARISH,OBV=ACCUMULATION;CMF=NEUTRAL,BULLISH_STRONG,BULLISH,HIGH,4.141,4.6658,12.6721,-1.0316,FALLING,-0.0124,-0.019,0.0067,0.0639,0.0815,-0.0177,0.15,0.1527,-0.0027,3.5125,3.698,-0.1855,BEARISH,63.1225,BULLISH,32.7518,29.6286,10.369,BULLISH,STRONG,2433694.0,ACCUMULATION,-0.0032,NEUTRAL,11.7261,HIGH,6.9,2.615,-32.3797,78.4245,MID_RANGE,"IPWR: L1=REGIME_UNSTABLE; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Bearish pressure is confirmed on 1D and 4H, while 1H is bullish. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=12.6721%, slope=FALLING. Extended support: PPO=BEARISH, RSI=63.1225, ADX=32.7518 BULLISH/STRONG, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=11.7261% HIGH, 52W=MID_RANGE."
JKS,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_SECURED,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"JKS: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; OBV accumulation; CMF accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=5.531%, slope=FALLING. Extended support: PPO=BULLISH, RSI=60.707, ADX=11.9815 BULLISH/WEAK, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=5.1166% HIGH, 52W=MID_RANGE.",BULL_STRUCTURE_SECURED,BULLISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_WEAK,BULLISH,HIGH,24.3862,25.735,5.531,-1.1623,FALLING,0.2201,0.1695,0.0506,0.2665,0.1951,0.0714,0.306,0.1944,0.1116,1.2829,0.8213,0.4616,BULLISH,60.707,BULLISH,11.9815,27.9363,23.9523,BULLISH,WEAK,45520248.0,ACCUMULATION,0.0688,ACCUMULATION,5.1166,HIGH,31.88,16.4745,-19.2754,56.2115,MID_RANGE,"JKS: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; OBV accumulation; CMF accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=5.531%, slope=FALLING. Extended support: PPO=BULLISH, RSI=60.707, ADX=11.9815 BULLISH/WEAK, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=5.1166% HIGH, 52W=MID_RANGE."
KOPN,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_PULLBACK_RISK,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"KOPN: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=95.9273%, slope=RISING. Extended support: PPO=BEARISH, RSI=74.5449, ADX=61.6729 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=8.4792% HIGH, 52W=MID_RANGE.",BULL_STRUCTURE_PULLBACK_RISK,BULLISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_STRONG,BULLISH,HIGH,2.603,5.1,95.9273,12.6739,RISING,0.0367,0.0474,-0.0107,0.1521,0.1519,0.0001,0.2643,0.2547,0.0095,5.8805,6.0234,-0.1429,BEARISH,74.5449,BULLISH,61.6729,33.1491,2.2698,BULLISH,STRONG,256605257.0,ACCUMULATION,0.1654,ACCUMULATION,8.4792,HIGH,5.45,1.23,-6.422,314.6341,MID_RANGE,"KOPN: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=95.9273%, slope=RISING. Extended support: PPO=BEARISH, RSI=74.5449, ADX=61.6729 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=8.4792% HIGH, 52W=MID_RANGE."
LPTH,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,PRE_BULL_CROSSOVER,ACCUMULATION_WATCH,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"LPTH: L1=REGIME_UNSTABLE; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=ACCUMULATION_WATCH. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators. Support profile: PPO bearish; OBV distribution; EMA200 structure supportive; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=33.9195%, slope=RISING. Extended support: PPO=BEARISH, RSI=49.4769, ADX=18.4705 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=10.816% HIGH, 52W=MID_RANGE.",PRE_BULL_CROSSOVER,BEARISH,OBV=DISTRIBUTION;CMF=NEUTRAL,BULLISH_WEAK,NEUTRAL,HIGH,9.4422,12.645,33.9195,10.3853,RISING,0.0607,-0.0446,0.1053,-0.1555,-0.1936,0.0381,-0.1924,-0.1652,-0.0273,-1.514,-1.2927,-0.2214,BEARISH,49.4769,NEUTRAL,18.4705,23.2477,19.7801,BULLISH,WEAK,96920521.0,DISTRIBUTION,-0.008,NEUTRAL,10.816,HIGH,16.53,2.21,-23.5027,472.172,MID_RANGE,"LPTH: L1=REGIME_UNSTABLE; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=ACCUMULATION_WATCH. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators. Support profile: PPO bearish; OBV distribution; EMA200 structure supportive; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=33.9195%, slope=RISING. Extended support: PPO=BEARISH, RSI=49.4769, ADX=18.4705 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=10.816% HIGH, 52W=MID_RANGE."
MOBX,BEAR_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_SECURED,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"MOBX: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; OBV distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-58.661%, slope=FALLING. Extended support: PPO=BULLISH, RSI=40.9101, ADX=11.4134 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=18.2876% HIGH, 52W=MID_RANGE.",BULL_STRUCTURE_SECURED,BULLISH,OBV=DISTRIBUTION;CMF=NEUTRAL,BEARISH_WEAK,NEUTRAL,HIGH,5.4428,2.25,-58.661,-10.561,FALLING,-0.0047,-0.0216,0.0168,-0.0538,-0.059,0.0053,-0.0985,-0.1039,0.0053,-4.1586,-4.2292,0.0706,BULLISH,40.9101,NEUTRAL,11.4134,18.1798,24.7395,BEARISH,WEAK,215313801.0,DISTRIBUTION,-0.0332,NEUTRAL,18.2876,HIGH,14.4,1.31,-84.375,71.7557,MID_RANGE,"MOBX: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; OBV distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-58.661%, slope=FALLING. Extended support: PPO=BULLISH, RSI=40.9101, ADX=11.4134 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=18.2876% HIGH, 52W=MID_RANGE."
MX,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_SECURED,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"MX: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=34.7389%, slope=RISING. Extended support: PPO=BULLISH, RSI=58.1294, ADX=29.006 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=10.5182% HIGH, 52W=MID_RANGE.",BULL_STRUCTURE_SECURED,BULLISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_STRONG,NEUTRAL,HIGH,3.221,4.34,34.7389,5.1003,RISING,0.0569,0.0718,-0.0149,0.0701,0.0403,0.0298,0.0757,0.0627,0.013,1.8778,1.5807,0.2971,BULLISH,58.1294,NEUTRAL,29.006,36.7071,19.2659,BULLISH,STRONG,-17344531.0,ACCUMULATION,0.1384,ACCUMULATION,10.5182,HIGH,5.64,2.18,-23.0496,99.0826,MID_RANGE,"MX: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=34.7389%, slope=RISING. Extended support: PPO=BULLISH, RSI=58.1294, ADX=29.006 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=10.5182% HIGH, 52W=MID_RANGE."
NXPI,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,WAIT_FOR_1D_CONFIRMATION,BEARISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"NXPI: L1=REGIME_UNSTABLE; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Bearish pressure is confirmed on 1D and 4H, while 1H is bullish. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; price near 52-week high. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=32.2982%, slope=RISING. Extended support: PPO=BEARISH, RSI=72.3204, ADX=42.6661 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=3.7962% MEDIUM, 52W=NEAR_HIGH.",EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,BEARISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_STRONG,BULLISH,MEDIUM,222.2403,294.02,32.2982,3.6657,RISING,-0.0134,-0.0476,0.0341,2.9289,4.0285,-1.0996,8.7286,9.7501,-1.0215,3.1313,3.604,-0.4727,BEARISH,72.3204,BULLISH,42.6661,39.7197,9.5561,BULLISH,STRONG,98316194.0,ACCUMULATION,0.2423,ACCUMULATION,3.7962,MEDIUM,303.91,181.2457,-3.2543,62.2218,NEAR_HIGH,"NXPI: L1=REGIME_UNSTABLE; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Bearish pressure is confirmed on 1D and 4H, while 1H is bullish. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; price near 52-week high. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=32.2982%, slope=RISING. Extended support: PPO=BEARISH, RSI=72.3204, ADX=42.6661 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=3.7962% MEDIUM, 52W=NEAR_HIGH."
OSIS,BEAR_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,PRE_BULL_CROSSOVER,ACCUMULATION_WATCH,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"OSIS: L1=REGIME_UNSTABLE; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=ACCUMULATION_WATCH. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators. Support profile: PPO bearish; RSI weak; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-8.7698%, slope=RISING. Extended support: PPO=BEARISH, RSI=31.8935, ADX=23.7274 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=5.8661% HIGH, 52W=MID_RANGE.",PRE_BULL_CROSSOVER,BEARISH,OBV=DISTRIBUTION;CMF=DISTRIBUTION,BEARISH_WEAK,BEARISH,HIGH,259.6837,236.91,-8.7698,1.5913,RISING,-0.6951,-0.7399,0.0448,-5.9668,-6.3248,0.358,-8.1397,-6.6211,-1.5186,-3.1436,-2.5058,-0.6378,BEARISH,31.8935,BEARISH,23.7274,9.9156,31.7451,BEARISH,WEAK,3080272.0,DISTRIBUTION,-0.1244,DISTRIBUTION,5.8661,HIGH,311.72,204.0,-23.9991,16.1324,MID_RANGE,"OSIS: L1=REGIME_UNSTABLE; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=ACCUMULATION_WATCH. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators. Support profile: PPO bearish; RSI weak; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-8.7698%, slope=RISING. Extended support: PPO=BEARISH, RSI=31.8935, ADX=23.7274 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=5.8661% HIGH, 52W=MID_RANGE."
PENG,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_PULLBACK_RISK,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"PENG: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=99.2334%, slope=RISING. Extended support: PPO=BULLISH, RSI=89.1439, ADX=59.8479 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=5.1194% HIGH, 52W=NEAR_HIGH.",BULL_STRUCTURE_PULLBACK_RISK,BULLISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_STRONG,BULLISH,HIGH,22.451,44.73,99.2334,10.1573,RISING,0.8026,0.8255,-0.0229,1.9003,1.6673,0.233,2.3939,1.9079,0.486,6.6537,5.6506,1.0031,BULLISH,89.1439,BULLISH,59.8479,59.5241,4.7577,BULLISH,STRONG,34415341.0,ACCUMULATION,0.4271,ACCUMULATION,5.1194,HIGH,46.75,16.04,-4.3209,178.8653,NEAR_HIGH,"PENG: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=99.2334%, slope=RISING. Extended support: PPO=BULLISH, RSI=89.1439, ADX=59.8479 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=5.1194% HIGH, 52W=NEAR_HIGH."
PI,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,WAIT_FOR_1D_CONFIRMATION,BEARISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"PI: L1=REGIME_UNSTABLE; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Bearish pressure is confirmed on 1D and 4H, while 1H is bullish. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=10.7737%, slope=FALLING. Extended support: PPO=BEARISH, RSI=74.1142, ADX=31.3905 BULLISH/STRONG, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=5.6624% HIGH, 52W=MID_RANGE.",EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,BEARISH,OBV=ACCUMULATION;CMF=NEUTRAL,BULLISH_STRONG,BULLISH,HIGH,138.8596,153.82,10.7737,-1.285,FALLING,0.2826,0.0534,0.2292,2.5222,2.9296,-0.4074,5.1547,5.1555,-0.0008,3.6314,3.7577,-0.1262,BEARISH,74.1142,BULLISH,31.3905,38.614,13.8859,BULLISH,STRONG,15814017.0,ACCUMULATION,-0.0358,NEUTRAL,5.6624,HIGH,247.064,87.36,-37.7408,76.076,MID_RANGE,"PI: L1=REGIME_UNSTABLE; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Bearish pressure is confirmed on 1D and 4H, while 1H is bullish. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=10.7737%, slope=FALLING. Extended support: PPO=BEARISH, RSI=74.1142, ADX=31.3905 BULLISH/STRONG, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=5.6624% HIGH, 52W=MID_RANGE."
PLAB,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_SECURED,HOLD_OR_GROW,BULLISH,HIGH,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"PLAB: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (HIGH); Capital_Action=HOLD_OR_GROW. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=59.7752%, slope=RISING. Extended support: PPO=BULLISH, RSI=68.8708, ADX=27.3013 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=4.3862% MEDIUM, 52W=NEAR_HIGH.",BULL_STRUCTURE_SECURED,BULLISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_STRONG,BULLISH,MEDIUM,34.0729,54.44,59.7752,11.4405,RISING,0.4565,0.3572,0.0992,0.5541,0.388,0.1661,0.8197,0.7016,0.1181,1.6085,1.4007,0.2078,BULLISH,68.8708,BULLISH,27.3013,33.2969,14.5735,BULLISH,STRONG,15694685.0,ACCUMULATION,0.2159,ACCUMULATION,4.3862,MEDIUM,56.0,16.59,-2.7857,228.1495,NEAR_HIGH,"PLAB: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (HIGH); Capital_Action=HOLD_OR_GROW. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=59.7752%, slope=RISING. Extended support: PPO=BULLISH, RSI=68.8708, ADX=27.3013 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=4.3862% MEDIUM, 52W=NEAR_HIGH."
POET,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_SECURED,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"POET: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=110.4615%, slope=RISING. Extended support: PPO=BULLISH, RSI=66.532, ADX=25.2816 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=12.1812% HIGH, 52W=MID_RANGE.",BULL_STRUCTURE_SECURED,BULLISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_STRONG,BULLISH,HIGH,6.5428,13.77,110.4615,10.0557,RISING,0.4195,0.2925,0.127,0.5656,0.3311,0.2345,0.5049,0.2453,0.2596,5.1572,2.5629,2.5943,BULLISH,66.532,BULLISH,25.2816,41.879,15.7372,BULLISH,STRONG,279256584.0,ACCUMULATION,0.0623,ACCUMULATION,12.1812,HIGH,15.5,3.87,-11.1613,255.814,MID_RANGE,"POET: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=110.4615%, slope=RISING. Extended support: PPO=BULLISH, RSI=66.532, ADX=25.2816 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=12.1812% HIGH, 52W=MID_RANGE."
