symbol,timestamp,latest_price,l1_state,l1_reason,tactical_state,confidence,capital_action,message,indicators_used,data_fetch_timestamp,engine_mode
RYN,2026-05-15T12:54:44.679187+00:00,20.23,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,MEDIUM,WAIT_FOR_1D_CONFIRMATION,"RYN: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; OBV accumulation; CMF distribution; EMA200 structure weak; price near 52-week low. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-7.2457%, slope=FALLING. Extended support: PPO=BEARISH, RSI=40.7233, ADX=16.9348 BEARISH/WEAK, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=2.4454% LOW, 52W=NEAR_LOW, Session=NORMAL 1.0489%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T12:54:44.032458+00:00,QUICK_CROSSOVER
AXTA,2026-05-15T12:54:46.416238+00:00,28.16,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,MEDIUM,WAIT_FOR_1D_CONFIRMATION,"AXTA: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; OBV accumulation; CMF distribution; EMA200 structure weak. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-7.1538%, slope=FALLING. Extended support: PPO=BEARISH, RSI=48.2416, ADX=13.2515 BEARISH/WEAK, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=3.6131% MEDIUM, 52W=MID_RANGE, Session=NORMAL 0.8957%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T12:54:45.780950+00:00,QUICK_CROSSOVER
CHDN,2026-05-15T12:54:47.970267+00:00,85.76,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,MEDIUM,WAIT_FOR_1D_CONFIRMATION,"CHDN: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; RSI weak; OBV distribution; CMF distribution; EMA200 structure weak; price near 52-week low. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-12.7644%, slope=FALLING. Extended support: PPO=BEARISH, RSI=37.6903, ADX=24.3786 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=3.8852% MEDIUM, 52W=NEAR_LOW, Session=NORMAL 0.2338%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T12:54:47.317729+00:00,QUICK_CROSSOVER
MHK,2026-05-15T12:54:49.759728+00:00,98.78,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,MEDIUM,WAIT_FOR_1D_CONFIRMATION,"MHK: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; OBV distribution; CMF distribution; EMA200 structure weak; price near 52-week low. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-12.3936%, slope=FALLING. Extended support: PPO=BEARISH, RSI=43.1792, ADX=16.0056 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=4.3155% MEDIUM, 52W=NEAR_LOW, Session=NORMAL 0.8783%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T12:54:48.997143+00:00,QUICK_CROSSOVER
GTX,2026-05-15T12:54:51.863340+00:00,31.86,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_PULLBACK_RISK,HIGH,HOLD_WITH_RISK_CONTROL,"GTX: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (HIGH); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=80.624%, slope=RISING. Extended support: PPO=BULLISH, RSI=88.3506, ADX=48.2924 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=3.5376% MEDIUM, 52W=NEAR_HIGH, Session=NORMAL 1.6268%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T12:54:51.187077+00:00,QUICK_CROSSOVER
SRRK,2026-05-15T12:54:55.002793+00:00,51.29,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_SECURED,HIGH,HOLD_OR_GROW,"SRRK: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_SECURED (HIGH); Capital_Action=HOLD_OR_GROW. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; OBV accumulation; CMF accumulation; EMA200 structure supportive; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=22.3939%, slope=RISING. Extended support: PPO=BULLISH, RSI=67.7268, ADX=19.6991 BULLISH/WEAK, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=4.2652% MEDIUM, 52W=NEAR_HIGH, Session=NORMAL 2.2324%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T12:54:54.324593+00:00,QUICK_CROSSOVER
CPB,2026-05-15T12:54:56.498856+00:00,20.125,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,HIGH,PROTECT_CAPITAL,"CPB: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (HIGH); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; RSI weak; OBV distribution; CMF distribution; EMA200 structure weak; price near 52-week low. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-23.8871%, slope=FALLING. Extended support: PPO=BEARISH, RSI=37.1898, ADX=20.2411 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=3.0698% MEDIUM, 52W=NEAR_LOW, Session=NORMAL -1.1057%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T12:54:55.911936+00:00,QUICK_CROSSOVER
FSV,2026-05-15T12:54:58.043665+00:00,129.87,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_SECURED,LOW,HOLD_OR_GROW,"FSV: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_SECURED (LOW); Capital_Action=HOLD_OR_GROW. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bearish; RSI weak; OBV distribution; CMF distribution; EMA200 structure weak; price near 52-week low. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-16.922%, slope=FALLING. Extended support: PPO=BEARISH, RSI=36.9136, ADX=14.188 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=3.4626% MEDIUM, 52W=NEAR_LOW, Session=NORMAL 0.5731%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T12:54:57.448910+00:00,QUICK_CROSSOVER
MSM,2026-05-15T12:54:59.420957+00:00,106.83,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_PULLBACK_RISK,HIGH,HOLD_WITH_RISK_CONTROL,"MSM: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (HIGH); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV distribution; CMF accumulation; EMA200 structure supportive; price near 52-week high. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=19.5887%, slope=RISING. Extended support: PPO=BEARISH, RSI=69.2306, ADX=38.6124 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=2.6294% LOW, 52W=NEAR_HIGH, Session=NORMAL 0.0656%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T12:54:58.861314+00:00,QUICK_CROSSOVER
ENIC,2026-05-15T12:55:00.887176+00:00,4.33,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"ENIC: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; OBV distribution; CMF accumulation; EMA200 structure supportive. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=12.2406%, slope=RISING. Extended support: PPO=BEARISH, RSI=52.0408, ADX=21.0829 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=3.0466% MEDIUM, 52W=MID_RANGE, Session=NORMAL -0.3223%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T12:55:00.362250+00:00,QUICK_CROSSOVER
BLTE,2026-05-15T12:55:02.159949+00:00,150.2,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,HIGH,PROTECT_CAPITAL,"BLTE: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (HIGH); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; RSI weak; OBV distribution; EMA200 structure supportive. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=10.473%, slope=RISING. Extended support: PPO=BEARISH, RSI=38.2866, ADX=19.5153 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=4.5272% MEDIUM, 52W=MID_RANGE, Session=NORMAL -2.1626%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T12:55:01.608388+00:00,QUICK_CROSSOVER
BYD,2026-05-15T12:55:03.536764+00:00,79.4,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,HIGH,PROTECT_CAPITAL,"BYD: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (HIGH); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; RSI weak; OBV distribution; CMF accumulation; EMA200 structure weak. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-3.3491%, slope=RISING. Extended support: PPO=BEARISH, RSI=36.7972, ADX=17.2755 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=3.1258% MEDIUM, 52W=MID_RANGE, Session=NORMAL -1.4522%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T12:55:02.977752+00:00,QUICK_CROSSOVER
VNO,2026-05-15T12:55:06.397773+00:00,31.09,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,MEDIUM,WAIT_FOR_1D_CONFIRMATION,"VNO: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Bearish pressure is confirmed on 1D and 4H, while 1H is bullish. Support profile: PPO bearish; OBV accumulation; CMF accumulation; EMA200 structure weak. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-3.0724%, slope=FALLING. Extended support: PPO=BEARISH, RSI=59.8629, ADX=19.2539 BULLISH/WEAK, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=3.0672% MEDIUM, 52W=MID_RANGE, Session=NORMAL 1.3034%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T12:55:05.764695+00:00,QUICK_CROSSOVER
UBSI,2026-05-15T12:55:07.884175+00:00,42.3,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,MEDIUM,WAIT_FOR_1D_CONFIRMATION,"UBSI: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; OBV distribution; CMF distribution; EMA200 structure supportive. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=6.5163%, slope=RISING. Extended support: PPO=BEARISH, RSI=43.1806, ADX=19.6489 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=2.0258% LOW, 52W=MID_RANGE, Session=NORMAL 0.3559%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T12:55:07.328067+00:00,QUICK_CROSSOVER
IMVT,2026-05-15T12:55:09.223100+00:00,28.98,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_PULLBACK_RISK,HIGH,HOLD_WITH_RISK_CONTROL,"IMVT: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (HIGH); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; OBV accumulation; CMF accumulation; EMA200 structure supportive; price near 52-week high. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=20.1156%, slope=RISING. Extended support: PPO=BULLISH, RSI=57.8394, ADX=12.9805 BULLISH/WEAK, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=4.8178% MEDIUM, 52W=NEAR_HIGH, Session=NORMAL -0.9231%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T12:55:08.677203+00:00,QUICK_CROSSOVER
LW,2026-05-15T12:55:10.666015+00:00,42.34,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,MEDIUM,WAIT_FOR_1D_CONFIRMATION,"LW: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; OBV accumulation; EMA200 structure weak. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-12.8352%, slope=FALLING. Extended support: PPO=BEARISH, RSI=49.5922, ADX=17.4775 BEARISH/WEAK, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=3.214% MEDIUM, 52W=MID_RANGE, Session=NORMAL 1.9259%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T12:55:10.105968+00:00,QUICK_CROSSOVER
COGT,2026-05-15T12:55:12.158308+00:00,34.18,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,MEDIUM,WAIT_FOR_1D_CONFIRMATION,"COGT: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; RSI weak; OBV distribution; EMA200 structure supportive. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=15.6155%, slope=RISING. Extended support: PPO=BEARISH, RSI=38.2879, ADX=14.632 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=4.0983% MEDIUM, 52W=MID_RANGE, Session=NORMAL -0.3208%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T12:55:11.460460+00:00,QUICK_CROSSOVER
PIPR,2026-05-15T12:55:14.920640+00:00,80.56,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,MEDIUM,WAIT_FOR_1D_CONFIRMATION,"PIPR: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; OBV accumulation; CMF distribution; EMA200 structure supportive. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=1.0001%, slope=RISING. Extended support: PPO=BEARISH, RSI=44.5824, ADX=20.2875 BEARISH/WEAK, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=3.3704% MEDIUM, 52W=MID_RANGE, Session=NORMAL 0.0124%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T12:55:14.354844+00:00,QUICK_CROSSOVER
NJR,2026-05-15T12:55:16.326887+00:00,57.78,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_SECURED,HIGH,HOLD_OR_GROW,"NJR: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_SECURED (HIGH); Capital_Action=HOLD_OR_GROW. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; OBV accumulation; EMA200 structure supportive; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=14.8201%, slope=RISING. Extended support: PPO=BULLISH, RSI=64.7014, ADX=17.4343 BULLISH/WEAK, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=1.8613% LOW, 52W=NEAR_HIGH, Session=NORMAL 1.0316%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T12:55:15.799545+00:00,QUICK_CROSSOVER
LSTR,2026-05-15T12:55:17.814526+00:00,167.97,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,HIGH,PROTECT_CAPITAL,"LSTR: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (HIGH); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; RSI weak; ADX confirms bearish trend; OBV distribution; CMF distribution; EMA200 structure supportive. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=10.0592%, slope=RISING. Extended support: PPO=BEARISH, RSI=39.8036, ADX=25.5638 BEARISH/STRONG, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=3.4872% MEDIUM, 52W=MID_RANGE, Session=NORMAL -4.0117%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T12:55:17.195262+00:00,QUICK_CROSSOVER
BLCO,2026-05-15T12:55:19.161201+00:00,16.26,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_SECURED,MEDIUM,HOLD_OR_GROW,"BLCO: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_OR_GROW. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; OBV accumulation; CMF distribution; EMA200 structure weak. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=1.0837%, slope=FALLING. Extended support: PPO=BULLISH, RSI=51.7701, ADX=13.0193 BEARISH/WEAK, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=2.9318% LOW, 52W=MID_RANGE, Session=NORMAL 0.0615%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T12:55:18.591228+00:00,QUICK_CROSSOVER
GXO,2026-05-15T12:55:20.437731+00:00,49.91,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,MEDIUM,WAIT_FOR_1D_CONFIRMATION,"GXO: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; OBV distribution; CMF distribution; EMA200 structure weak. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-6.6901%, slope=FLAT. Extended support: PPO=BEARISH, RSI=40.0569, ADX=24.7396 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=4.7902% MEDIUM, 52W=MID_RANGE, Session=NORMAL -0.02%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T12:55:19.900218+00:00,QUICK_CROSSOVER
MAC,2026-05-15T12:55:21.778274+00:00,22.34,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_SECURED,HIGH,HOLD_OR_GROW,"MAC: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_SECURED (HIGH); Capital_Action=HOLD_OR_GROW. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; OBV accumulation; EMA200 structure supportive; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=18.9647%, slope=RISING. Extended support: PPO=BULLISH, RSI=60.9895, ADX=16.0679 BULLISH/WEAK, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=2.6376% LOW, 52W=NEAR_HIGH, Session=NORMAL 1.6841%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T12:55:21.258304+00:00,QUICK_CROSSOVER
GLNG,2026-05-15T12:55:23.148953+00:00,57.2,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_SECURED,HIGH,HOLD_OR_GROW,"GLNG: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_SECURED (HIGH); Capital_Action=HOLD_OR_GROW. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; OBV accumulation; CMF accumulation; EMA200 structure supportive; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=27.8542%, slope=RISING. Extended support: PPO=BULLISH, RSI=64.0011, ADX=20.502 BULLISH/WEAK, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=2.7832% LOW, 52W=NEAR_HIGH, Session=NORMAL 0.9174%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T12:55:22.587807+00:00,QUICK_CROSSOVER
